2020-04-26 at 09:30:08 | ERROR | 算法模型服务端口未开启
2020-04-27 at 17:49:25 | SUCCESS | 消息内容:{'end_time': '1587980908', 'start_time': '1587980904', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_chanjing'}  消息处理总量:7条
2020-04-27 at 17:49:34 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1587980920', 'start_time': '1587980914', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:7条
2020-04-27 at 17:50:07 | SUCCESS | 消息内容:{'end_time': '1587980954', 'spider_name': 'caijing_people_hyycy', 'collection_name': 'sy_news_finance_people_raw', 'start_time': '1587980954'}  消息处理总量:2条
2020-04-27 at 17:50:46 | SUCCESS | 消息内容:{'end_time': '1587980992', 'start_time': '1587980992', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei'}  消息处理总量:1条
2020-04-27 at 17:51:10 | SUCCESS | 消息内容:{'end_time': '1587981014', 'spider_name': 'caijing_yicai_dz', 'start_time': '1587981014', 'collection_name': 'sy_news_finance_yicai_raw'}  消息处理总量:1条
2020-04-27 at 17:51:16 | SUCCESS | 消息内容:{'end_time': '1587981022', 'spider_name': 'caijing_qq_Agu', 'collection_name': 'sy_news_finance_qq_raw', 'start_time': '1587981022'}  消息处理总量:1条
2020-04-27 at 17:51:26 | SUCCESS | 消息内容:{'end_time': '1587981034', 'start_time': '1587981034', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_xsb'}  消息处理总量:1条
2020-04-27 at 17:51:57 | SUCCESS | 消息内容:{'spider_name': 'caijing_hexun_gsyw', 'end_time': '1587981063', 'start_time': '1587981063', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:1条
2020-04-27 at 17:52:24 | SUCCESS | 消息内容:{'end_time': '1587981087', 'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1587981084'}  消息处理总量:5条
2020-04-27 at 17:53:21 | SUCCESS | 消息内容:{'end_time': '1587981148', 'start_time': '1587981148', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:1条
2020-04-27 at 17:53:46 | SUCCESS | 消息内容:{'end_time': '1587981174', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1587981174', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:1条
2020-04-27 at 17:54:13 | SUCCESS | 消息内容:{'end_time': '1587981200', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587981198'}  消息处理总量:3条
2020-04-27 at 17:54:46 | SUCCESS | 消息内容:{'end_time': '1587981230', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587981224'}  消息处理总量:11条
2020-04-27 at 17:55:56 | SUCCESS | 消息内容:{'spider_name': 'caijing_china_hg', 'end_time': '1587981301', 'start_time': '1587981301', 'collection_name': 'sy_news_finance_china_raw'}  消息处理总量:1条
2020-04-27 at 17:56:58 | SUCCESS | 消息内容:{'end_time': '1587981434', 'spider_name': 'hangye_smm_news', 'collection_name': 'sy_news_hangye_smm_raw', 'start_time': '1587981433'}  消息处理总量:3条
2020-04-27 at 17:57:08 | SUCCESS | 消息内容:{'end_time': '1587981374', 'start_time': '1587981372', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:5条
2020-04-27 at 17:57:12 | SUCCESS | 消息内容:{'end_time': '1587981445', 'spider_name': 'hangye_bjx_yaowen', 'collection_name': 'sy_news_hangye_bjx_raw', 'start_time': '1587981445'}  消息处理总量:1条
2020-04-27 at 17:57:20 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_china_raw', 'end_time': '1587981375', 'start_time': '1587981372', 'spider_name': 'caijing_china_zq'}  消息处理总量:5条
2020-04-27 at 17:57:26 | SUCCESS | 消息内容:{'end_time': '1587981462', 'spider_name': 'hangye_chinagas_news', 'collection_name': 'sy_news_hangye_chinagas_raw', 'start_time': '1587981462'}  消息处理总量:1条
2020-04-27 at 17:57:36 | SUCCESS | 消息内容:{'end_time': '1587981404', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587981404', 'spider_name': 'caijing_eastmoney_ganggu'}  消息处理总量:1条
2020-04-27 at 17:57:53 | SUCCESS | 消息内容:{'end_time': '1587981416', 'spider_name': 'caijing_cnfol_gegu', 'collection_name': 'sy_news_finance_cnfol_raw', 'start_time': '1587981411'}  消息处理总量:7条
2020-04-27 at 17:58:04 | SUCCESS | 消息内容:{'end_time': '1587981427', 'start_time': '1587981424', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:6条
2020-04-27 at 17:58:07 | SUCCESS | 消息内容:{'end_time': '1587981433', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1587981432', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:2条
2020-04-27 at 17:58:40 | SUCCESS | 消息内容:{'end_time': '1587981464', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587981460'}  消息处理总量:7条
2020-04-27 at 17:58:46 | SUCCESS | 消息内容:{'end_time': '1587981472', 'spider_name': 'caijing_cnstock_ssgs', 'collection_name': 'sy_news_finance_cnstock_raw', 'start_time': '1587981471'}  消息处理总量:2条
2020-04-27 at 17:58:57 | SUCCESS | 消息内容:{'end_time': '1587981484', 'spider_name': 'caijing_sina_ssgs', 'start_time': '1587981484', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:1条
2020-04-27 at 17:59:30 | SUCCESS | 消息内容:{'end_time': '1587981513', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587981507'}  消息处理总量:8条
2020-04-27 at 18:00:01 | SUCCESS | 消息内容:{'end_time': '1587981544', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587981534'}  消息处理总量:14条
2020-04-27 at 18:00:07 | SUCCESS | 消息内容:{'spider_name': 'caijing_bjnews_finance', 'end_time': '1587981555', 'start_time': '1587981555', 'collection_name': 'sy_news_finance_bjnews_raw'}  消息处理总量:1条
2020-04-27 at 18:00:07 | SUCCESS | 消息内容:{'end_time': '1587981556', 'spider_name': 'caijing_thepaper_cjgs', 'collection_name': 'sy_news_finance_thepaper_raw', 'start_time': '1587981555'}  消息处理总量:2条
2020-04-27 at 18:00:07 | SUCCESS | 消息内容:{'end_time': '1587981554', 'start_time': '1587981554', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:1条
2020-04-27 at 18:00:56 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_gsxw', 'start_time': '1587981605', 'end_time': '1587981605'}  消息处理总量:2条
2020-04-27 at 18:01:06 | SUCCESS | 消息内容:{'end_time': '1587981611', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1587981611'}  消息处理总量:1条
2020-04-27 at 18:02:17 | SUCCESS | 消息内容:{'spider_name': 'hangye_dramx_news', 'end_time': '1587981752', 'start_time': '1587981752', 'collection_name': 'sy_news_hangye_dramx_raw'}  消息处理总量:1条
2020-04-27 at 18:02:17 | SUCCESS | 消息内容:{'end_time': '1587981685', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1587981681'}  消息处理总量:5条
2020-04-27 at 18:03:07 | SUCCESS | 消息内容:{'end_time': '1587981736', 'spider_name': 'caijing_163_gupiao', 'collection_name': 'sy_news_finance_163_raw', 'start_time': '1587981736'}  消息处理总量:1条
2020-04-27 at 18:03:08 | SUCCESS | 消息内容:{'end_time': '1587981736', 'spider_name': 'caijing_thepaper_cjsxy', 'collection_name': 'sy_news_finance_thepaper_raw', 'start_time': '1587981735'}  消息处理总量:2条
2020-04-27 at 18:03:49 | SUCCESS | 消息内容:{'end_time': '1587981771', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1587981765', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:7条
2020-04-27 at 18:04:08 | SUCCESS | 消息内容:{'end_time': '1587981795', 'spider_name': 'caijing_guancha_dagongsi', 'collection_name': 'sy_news_finance_guancha_raw', 'start_time': '1587981794'}  消息处理总量:2条
2020-04-27 at 18:04:32 | SUCCESS | 消息内容:{'end_time': '1587981819', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587981819'}  消息处理总量:1条
2020-04-27 at 18:04:47 | SUCCESS | 消息内容:{'end_time': '1587981822', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1587981794', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:31条
2020-04-27 at 18:04:53 | SUCCESS | 消息内容:{'end_time': '1587981838', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1587981834'}  消息处理总量:4条
2020-04-27 at 18:05:14 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_ifeng_raw', 'end_time': '1587981857', 'start_time': '1587981854', 'spider_name': 'caijing_ifeng_hongguan'}  消息处理总量:4条
2020-04-27 at 18:05:14 | SUCCESS | 消息内容:{'end_time': '1587981858', 'start_time': '1587981846', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:9条
2020-04-27 at 18:06:21 | SUCCESS | 消息内容:{'end_time': '1587981922', 'spider_name': 'caijing_sohu_xsb', 'collection_name': 'sy_news_finance_sohu_raw', 'start_time': '1587981922'}  消息处理总量:1条
2020-04-27 at 18:07:41 | SUCCESS | 消息内容:{'end_time': '1587982001', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1587981992'}  消息处理总量:14条
2020-04-27 at 18:08:08 | SUCCESS | 消息内容:{'end_time': '1587982027', 'collection_name': 'sy_news_finance_cnfol_raw', 'start_time': '1587982021', 'spider_name': 'caijing_cnfol_gegu'}  消息处理总量:7条
2020-04-27 at 18:08:25 | SUCCESS | 消息内容:{'end_time': '1587982047', 'spider_name': 'caijing_jrj_ss', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1587982043'}  消息处理总量:6条
2020-04-27 at 18:09:01 | SUCCESS | 消息内容:{'end_time': '1587982081', 'start_time': '1587982075', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:7条
2020-04-27 at 18:09:07 | SUCCESS | 消息内容:{'end_time': '1587982092', 'spider_name': 'caijing_cnstock_ssgs', 'start_time': '1587982092', 'collection_name': 'sy_news_finance_cnstock_raw'}  消息处理总量:1条
2020-04-27 at 18:09:50 | SUCCESS | 消息内容:{'end_time': '1587982134', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587982128'}  消息处理总量:6条
2020-04-27 at 18:10:14 | SUCCESS | 消息内容:{'end_time': '1587982160', 'start_time': '1587982156', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:6条
2020-04-27 at 18:10:26 | SUCCESS | 消息内容:{'end_time': '1587982174', 'spider_name': 'caijing_hexun_hongguan', 'start_time': '1587982174', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:1条
2020-04-27 at 18:10:38 | SUCCESS | 消息内容:{'end_time': '1587982184', 'spider_name': 'caijing_sina_zq', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1587982184'}  消息处理总量:2条
2020-04-27 at 18:11:21 | SUCCESS | 消息内容:{'end_time': '1587982226', 'spider_name': 'caijing_cs_gsxw', 'collection_name': 'sy_news_finance_cs_raw', 'start_time': '1587982225'}  消息处理总量:2条
2020-04-27 at 18:11:26 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei', 'start_time': '1587982233', 'end_time': '1587982233'}  消息处理总量:1条
2020-04-27 at 18:12:07 | SUCCESS | 消息内容:{'end_time': '1587982275', 'start_time': '1587982274', 'collection_name': 'sy_news_finance_caijing_raw', 'spider_name': 'caijing_caijing_industry'}  消息处理总量:3条
2020-04-27 at 18:12:13 | SUCCESS | 消息内容:{'end_time': '1587982276', 'spider_name': 'caijing_jrj_xsb', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1587982275'}  消息处理总量:2条
2020-04-27 at 18:12:27 | SUCCESS | 消息内容:{'start_time': '1587982363', 'end_time': '1587982363', 'spider_name': 'hangye_mining120_guoji', 'collection_name': 'sy_news_hangye_mining120_raw'}  消息处理总量:1条
2020-04-27 at 18:12:36 | SUCCESS | 消息内容:{'end_time': '1587982301', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1587982301'}  消息处理总量:1条
2020-04-27 at 18:13:03 | SUCCESS | 消息内容:{'end_time': '1587982327', 'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1587982324'}  消息处理总量:7条
2020-04-27 at 18:13:12 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1587982335', 'start_time': '1587982334', 'spider_name': 'caijing_eastmoney_ganggu'}  消息处理总量:2条
2020-04-27 at 18:14:04 | SUCCESS | 消息内容:{'end_time': '1587982389', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587982386'}  消息处理总量:4条
2020-04-27 at 18:14:35 | SUCCESS | 消息内容:{'end_time': '1587982419', 'start_time': '1587982414', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:7条
2020-04-27 at 18:14:58 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1587982442', 'start_time': '1587982437', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:5条
2020-04-27 at 18:15:23 | SUCCESS | 消息内容:{'end_time': '1587982466', 'start_time': '1587982465', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:4条
2020-04-27 at 18:15:25 | SUCCESS | 消息内容:{'end_time': '1587982466', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1587982455'}  消息处理总量:19条
2020-04-27 at 18:15:36 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1587982482', 'start_time': '1587982482', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:1条
2020-04-27 at 18:17:16 | SUCCESS | 消息内容:{'end_time': '1587982653', 'spider_name': 'hangye_smm_news', 'collection_name': 'sy_news_hangye_smm_raw', 'start_time': '1587982652'}  消息处理总量:2条
2020-04-27 at 18:18:01 | SUCCESS | 消息内容:{'end_time': '1587982622', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1587982611'}  消息处理总量:10条
2020-04-27 at 18:18:10 | SUCCESS | 消息内容:{'end_time': '1587982636', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1587982635', 'spider_name': 'caijing_jrj_gncj'}  消息处理总量:3条
2020-04-27 at 18:18:36 | SUCCESS | 消息内容:{'end_time': '1587982665', 'spider_name': 'caijing_jrj_ss', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1587982664'}  消息处理总量:2条
2020-04-27 at 18:18:49 | SUCCESS | 消息内容:{'end_time': '1587982672', 'start_time': '1587982671', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing'}  消息处理总量:2条
2020-04-27 at 18:19:06 | SUCCESS | 消息内容:{'spider_name': 'caijing_cnfol_gegu', 'end_time': '1587982673', 'start_time': '1587982632', 'collection_name': 'sy_news_finance_cnfol_raw'}  消息处理总量:57条
2020-04-27 at 18:19:14 | SUCCESS | 消息内容:{'end_time': '1587982699', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587982698'}  消息处理总量:5条
2020-04-27 at 18:19:36 | SUCCESS | 消息内容:{'end_time': '1587982724', 'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1587982724'}  消息处理总量:1条
2020-04-27 at 18:21:36 | SUCCESS | 消息内容:{'end_time': '1587982844', 'spider_name': 'caijing_cs_gsxw', 'start_time': '1587982844', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:1条
2020-04-27 at 18:23:16 | SUCCESS | 消息内容:{'end_time': '1587982944', 'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1587982944'}  消息处理总量:2条
2020-04-27 at 18:24:22 | SUCCESS | 消息内容:{'end_time': '1587983010', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587983010'}  消息处理总量:1条
2020-04-27 at 18:24:26 | SUCCESS | 消息内容:{'end_time': '1587983005', 'collection_name': 'sy_news_finance_cs_raw', 'start_time': '1587983005', 'spider_name': 'caijing_cs_hyzx'}  消息处理总量:1条
2020-04-27 at 18:24:46 | SUCCESS | 消息内容:{'end_time': '1587983034', 'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1587983034'}  消息处理总量:1条
2020-04-27 at 18:25:18 | SUCCESS | 消息内容:{'end_time': '1587983063', 'start_time': '1587983058', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:3条
2020-04-27 at 18:25:41 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_chanjing', 'end_time': '1587983079', 'start_time': '1587983074', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:8条
2020-04-27 at 18:25:44 | SUCCESS | 消息内容:{'end_time': '1587983087', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587983085'}  消息处理总量:6条
